city,lon,lat,weather_id,weather_main,weather_description,temp,feels_like,temp_min,temp_max,pressure,humidity,visibility,wind_speed,wind_deg,rain_1h,clouds_all,sunrise,sunset
Toronto,-79.4163,43.7001,800,Clear,clear sky,5.67,0.41,5.05,6.4,1009,76,10000.0,10.28,300,0.0,0,1732364568,1732398361
Vancouver,-123.1193,49.2497,520,Rain,light intensity shower rain,6.73,4.5,5.76,7.58,1007,88,10000.0,3.13,124,18.86,75,1732376168,1732407743
Montreal,-73.5878,45.5088,804,Clouds,overcast clouds,5.6,1.8,5.08,6.12,1000,76,10000.0,5.66,300,0.0,100,1732363499,1732396632
Calgary,-114.0853,51.0501,804,Clouds,overcast clouds,-10.67,-17.67,-11.34,-10.03,1019,85,10000.0,8.23,350,0.0,100,1732374418,1732405156
Edmonton,-113.4687,53.5501,601,Snow,snow,-11.74,-17.76,-12.31,-11.22,1022,87,298.0,3.13,44,0.0,100,1732374923,1732404354
Ottawa,-75.6981,45.4112,804,Clouds,overcast clouds,6.25,4.33,5.24,6.8,1002,85,10000.0,2.57,260,0.0,100,1732363988,1732397157
Winnipeg,-97.147,49.8844,804,Clouds,overcast clouds,-7.36,-11.97,-7.96,-7.01,1019,85,10000.0,2.68,74,0.0,100,1732370072,1732401370
Quebec City,-71.2145,46.8123,804,Clouds,overcast clouds,4.01,4.01,3.12,4.19,996,95,10000.0,1.03,200,0.0,100,1732363183,1732395809
Hamilton,-79.9496,43.2334,801,Clouds,few clouds,5.12,1.67,4.8,6.05,1011,80,10000.0,4.63,270,0.0,20,1732364614,1732398571
Kitchener,-80.5112,43.4254,803,Clouds,broken clouds,4.06,2.03,3.84,4.21,1011,91,10000.0,2.24,270,0.0,75,1732364783,1732398672
Halifax,-63.5724,44.6453,501,Rain,moderate rain,8.49,3.19,7.61,9.0,974,94,10000.0,15.43,220,2.37,100,1732360932,1732394390
Victoria,-123.3693,48.4329,500,Rain,light rain,8.92,6.88,7.98,9.47,1007,84,10000.0,3.6,100,0.34,75,1732376048,1732407983
Regina,-104.6178,50.4501,601,Snow,snow,-11.03,-18.03,-11.09,-10.94,1015,84,805.0,7.72,90,0.0,100,1732371999,1732403029
Saskatoon,-106.6345,52.1168,601,Snow,snow,-9.43,-16.43,-11.12,-9.35,1017,86,604.0,6.17,80,0.0,100,1732372896,1732403101
St. John's,-52.7093,47.5649,501,Rain,moderate rain,5.89,1.59,5.66,6.75,1002,96,3219.0,7.2,130,0.25,100,1732358890,1732391217
Niagara Falls,-79.0663,43.1001,804,Clouds,overcast clouds,7.4,3.08,6.54,8.38,1010,73,10000.0,8.75,280,0.0,100,1732364379,1732398382
Lethbridge,-112.8186,49.7,601,Snow,snow,-10.94,-17.94,-10.94,-9.73,1017,85,1609.0,7.2,320,0.0,100,1732373795,1732405171
Kelowna,-119.4857,49.8831,803,Clouds,broken clouds,6.74,6.74,6.49,6.74,1007,73,10000.0,1.03,120,0.0,75,1732375439,1732406728
Red Deer,-113.802,52.2668,804,Clouds,overcast clouds,-11.73,-18.73,-11.73,-11.51,1020,85,3621.0,4.63,350,0.0,100,1732374657,1732404781
Brandon,-99.9531,49.8469,804,Clouds,overcast clouds,-9.84,-16.84,-9.84,-9.84,1019,85,9656.0,4.63,100,0.0,100,1732370737,1732402051
Moncton,-64.8019,46.1159,310,Drizzle,light intensity drizzle rain,5.97,1.69,5.27,6.85,969,99,2012.0,7.2,330,0.7,100,1732361505,1732394408
Fredericton,-66.6656,45.9454,501,Rain,moderate rain,3.01,-2.66,3.01,3.47,980,90,10000.0,8.75,340,1.13,100,1732361920,1732394888
Abbotsford,-122.2526,49.058,501,Rain,moderate rain,8.38,8.38,7.14,9.12,1007,80,10000.0,0.15,293,2.13,97,1732375917,1732407578
Barrie,-79.6663,44.4001,804,Clouds,overcast clouds,3.91,-0.1,3.16,4.73,1009,90,10000.0,5.14,290,0.0,100,1732364754,1732398296
Sherbrooke,-71.8991,45.4001,701,Mist,mist,2.14,-1.0,2.1,4.11,997,98,8047.0,3.09,290,0.0,100,1732363073,1732396247
Sudbury,-80.99,46.49,804,Clouds,overcast clouds,2.81,0.56,1.54,2.81,1009,83,10000.0,2.24,315,0.0,100,1732365467,1732398218
Thunder Bay,-89.3168,48.4001,804,Clouds,overcast clouds,-1.05,-6.0,-1.05,-1.01,1016,64,10000.0,4.63,330,0.0,100,1732367861,1732399822
Saint John,-66.0677,45.2727,701,Mist,mist,2.57,-3.86,2.57,2.57,978,93,4828.0,10.8,340,1.33,100,1732361648,1732394872
Charlottetown,-63.1267,46.2352,501,Rain,moderate rain,7.97,3.26,7.33,8.29,976,95,6437.0,11.18,149,1.33,100,1732361126,1732393983
Whitehorse,-135.0538,60.7161,801,Clouds,few clouds,-18.64,-18.64,-18.72,-17.77,1035,84,10000.0,0.0,0,0.0,20,1732382686,1732406954
Yellowknife,-114.3525,62.456,600,Snow,light snow,-14.71,-14.71,-14.71,-14.71,1034,78,10000.0,0.0,0,0.0,75,1732378594,1732401108
Iqaluit,-68.5145,63.7506,701,Mist,mist,-3.5,-3.5,-3.5,-3.15,1013,92,1006.0,1.03,0,0.0,100,1732368339,1732389356
Kamloops,-120.3192,50.6665,803,Clouds,broken clouds,3.22,3.22,2.64,4.53,1007,89,10000.0,0.0,0,0.0,75,1732375823,1732406744
Nanaimo,-123.936,49.1663,803,Clouds,broken clouds,7.16,3.39,6.72,7.87,1006,91,10000.0,6.69,120,0.0,75,1732376345,1732407958
Chilliwack,-121.9443,49.1747,804,Clouds,overcast clouds,7.79,7.79,7.77,8.03,1008,90,10000.0,0.51,240,0.0,98,1732375869,1732407478
Prince George,-122.753,53.9166,600,Snow,light snow,-9.73,-16.73,-10.21,-9.31,1020,87,10000.0,6.17,340,0.0,100,1732377258,1732406477
Medicine Hat,-110.6683,50.0501,601,Snow,snow,-6.56,-10.88,-7.45,-5.94,1012,84,2414.0,2.57,320,0.0,100,1732373359,1732404574
Drummondville,-72.4824,45.8834,804,Clouds,overcast clouds,3.34,3.34,2.8,3.34,998,89,10000.0,0.45,272,0.0,100,1732363305,1732396295
Fort McMurray,-111.381,56.7268,600,Snow,light snow,-13.27,-13.27,-13.27,-13.23,1028,85,1207.0,1.03,0,0.0,100,1732375404,1732402872
Peterborough,-78.3162,44.3001,801,Clouds,few clouds,3.94,-0.52,3.63,3.97,1007,87,10000.0,6.17,290,0.0,20,1732364411,1732397990
Laval,-73.692,45.57,804,Clouds,overcast clouds,5.99,3.63,5.51,6.55,1000,77,10000.0,3.09,310,0.0,100,1732363536,1732396645
Gatineau,-75.7016,45.4772,804,Clouds,overcast clouds,6.31,4.4,5.38,6.94,1002,85,10000.0,2.57,250,0.0,100,1732364001,1732397145
Trois-Rivières,-72.5491,46.3501,804,Clouds,overcast clouds,4.4,0.77,3.59,4.97,998,78,10000.0,4.63,310,0.0,100,1732363412,1732396220
Brossard,-73.4658,45.4501,804,Clouds,overcast clouds,6.21,2.57,5.7,6.73,1000,75,10000.0,5.66,300,0.0,100,1732363459,1732396614
Richmond Hill,-79.4372,43.8711,804,Clouds,overcast clouds,5.01,1.12,4.65,6.27,1009,80,10000.0,5.51,299,0.0,100,1732364604,1732398336
Brampton,-79.7663,43.6834,802,Clouds,scattered clouds,4.88,1.37,4.43,5.97,1010,80,10000.0,4.63,290,0.0,40,1732364649,1732398448
Markham,-79.2663,43.8668,804,Clouds,overcast clouds,5.41,1.65,5.01,6.37,1009,80,10000.0,5.45,299,0.0,100,1732364562,1732398296
Mississauga,-79.6583,43.5789,802,Clouds,scattered clouds,5.51,2.15,5.08,6.43,1010,78,10000.0,4.63,290,0.0,40,1732364605,1732398441
Oakville,-79.6829,43.4501,804,Clouds,overcast clouds,5.82,3.43,5.55,6.92,1010,77,10000.0,3.09,270,0.0,97,1732364588,1732398469
Burlington,-79.8371,43.3862,804,Clouds,overcast clouds,5.74,3.33,5.13,6.44,1010,78,10000.0,3.09,270,0.0,95,1732364614,1732398517
St. Catharines,-79.2496,43.1668,803,Clouds,broken clouds,7.76,2.84,6.46,8.47,1010,71,10000.0,11.83,280,0.0,75,1732364435,1732398414
Oshawa,-78.8496,43.9001,801,Clouds,few clouds,5.23,1.56,5.23,5.67,1008,87,10000.0,5.14,290,0.0,20,1732364468,1732398190
Whitby,-78.9329,43.8834,801,Clouds,few clouds,5.56,1.97,4.66,5.75,1009,84,10000.0,5.14,290,0.0,20,1732364485,1732398213
Guelph,-80.2497,43.5501,803,Clouds,broken clouds,3.93,-0.53,3.0,4.27,1010,82,10000.0,6.17,300,0.0,75,1732364742,1732398587
Kingston,-76.481,44.2298,804,Clouds,overcast clouds,6.11,2.44,6.11,6.73,1004,87,10000.0,5.66,260,0.0,100,1732363958,1732397562
Waterloo,-80.5164,43.4668,803,Clouds,broken clouds,4.12,2.1,3.64,4.27,1011,91,10000.0,2.24,270,0.0,75,1732364791,1732398666
Newmarket,-79.4663,44.0501,804,Clouds,overcast clouds,4.49,-0.14,3.63,4.49,1009,85,10000.0,6.99,301,0.0,100,1732364642,1732398311
Aurora,-79.4663,44.0001,804,Clouds,overcast clouds,4.28,-0.28,3.52,5.04,1009,84,10000.0,6.64,302,0.0,100,1732364634,1732398320
Pickering,-79.1329,43.9001,801,Clouds,few clouds,4.44,0.57,3.93,5.29,1009,83,10000.0,5.14,290,0.0,20,1732364536,1732398258
Milton,-64.7488,44.0669,500,Rain,light rain,6.5,4.25,5.83,6.86,975,94,358.0,3.09,270,0.22,100,1732361110,1732394777
Thunder Bay,-89.3168,48.4001,804,Clouds,overcast clouds,-1.05,-6.0,-1.05,-1.01,1016,64,10000.0,4.63,330,0.0,100,1732367861,1732399822
Welland,-79.2496,42.9834,804,Clouds,overcast clouds,6.84,3.06,6.64,7.99,1010,78,10000.0,6.48,289,0.0,100,1732364403,1732398446
Sault Ste. Marie,-84.3333,46.5168,804,Clouds,overcast clouds,3.16,-2.63,2.9,3.16,1012,87,10000.0,9.26,280,0.0,100,1732366276,1732399014
North Bay,-79.4663,46.3168,804,Clouds,overcast clouds,2.01,-2.2,2.01,2.75,1007,100,10000.0,4.63,300,0.0,100,1732365067,1732397886
Belleville,-77.3705,44.1788,803,Clouds,broken clouds,6.06,1.64,5.56,6.96,1006,75,10000.0,7.72,290,0.0,75,1732364162,1732397785
Timmins,-81.3331,48.4669,600,Snow,light snow,-1.1,-6.06,-1.1,-1.1,1009,100,10000.0,4.63,310,0.0,100,1732365957,1732397892
Cornwall,-74.7281,45.0181,804,Clouds,overcast clouds,6.06,3.39,6.06,6.06,1002,75,10000.0,3.6,260,0.0,100,1732363681,1732396998
Orillia,-79.4207,44.6087,501,Rain,moderate rain,3.48,-0.63,3.27,3.94,1008,95,10000.0,5.14,290,1.07,100,1732364733,1732398199
Midland,-79.883,44.7501,804,Clouds,overcast clouds,3.89,-1.66,3.89,3.89,1009,77,10000.0,9.24,309,0.0,100,1732364870,1732398284
Collingwood,-80.2164,44.4834,804,Clouds,overcast clouds,3.94,-1.29,3.94,3.94,1009,90,7882.0,8.25,298,0.0,100,1732364901,1732398413
Stratford,-80.9497,43.3668,804,Clouds,overcast clouds,3.31,3.31,3.31,3.4,1012,93,10000.0,0.89,274,0.0,93,1732364878,1732398788
Woodstock,-80.7497,43.1334,804,Clouds,overcast clouds,3.96,1.91,3.73,3.96,1012,94,10000.0,2.24,264,0.0,100,1732364789,1732398780
Cambridge,-80.3127,43.3601,803,Clouds,broken clouds,4.19,-0.28,4.18,4.5,1011,84,10000.0,6.35,296,0.0,75,1732364724,1732398636
Brantford,-80.2664,43.1334,804,Clouds,overcast clouds,5.24,1.41,5.24,5.24,1011,74,10000.0,5.51,291,0.0,94,1732364673,1732398664
Chatham,-65.432,47.0334,804,Clouds,overcast clouds,2.22,-4.41,2.22,2.22,977,94,8569.0,11.13,4,0.0,100,1732361838,1732394377
Leamington,-82.6062,42.0549,804,Clouds,overcast clouds,6.71,5.57,6.04,6.71,1014,30,10000.0,1.79,298,0.0,100,1732365052,1732399409
Niagara-on-the-Lake,-79.0663,43.2501,803,Clouds,broken clouds,7.77,2.86,7.25,8.61,1010,73,10000.0,11.83,280,0.0,75,1732364405,1732398356
Port Colborne,-79.2329,42.9001,804,Clouds,overcast clouds,6.64,2.18,4.92,7.17,1011,84,10000.0,8.43,293,0.0,100,1732364385,1732398456
Grimsby,-79.5663,43.2001,804,Clouds,overcast clouds,6.35,6.35,5.29,6.92,1010,84,10000.0,0.45,170,0.0,91,1732364517,1732398485
Thorold,-79.1996,43.1168,803,Clouds,broken clouds,7.26,2.17,6.72,8.08,1010,72,10000.0,11.83,280,0.0,75,1732364414,1732398411
St. Thomas,-81.1804,42.7736,804,Clouds,overcast clouds,5.27,1.1,5.14,6.24,1012,86,10000.0,6.35,295,0.0,100,1732364831,1732398945
Owen Sound,-80.9435,44.5672,804,Clouds,overcast clouds,4.48,4.48,4.38,5.21,1010,89,10000.0,0.89,262,0.0,100,1732365091,1732398572
Wasaga Beach,-80.0164,44.5168,804,Clouds,overcast clouds,4.89,-0.3,4.89,4.89,1009,73,10000.0,9.08,304,0.0,100,1732364859,1732398358
Haliburton,-78.5076,45.0459,804,Clouds,overcast clouds,1.9,-2.37,1.9,1.9,1007,85,10000.0,4.7,293,0.0,100,1732364594,1732397899
Pembroke,-77.1162,45.8168,804,Clouds,overcast clouds,3.43,-0.63,3.43,3.43,1004,85,10000.0,5.0,297,0.0,100,1732364406,1732397420
Renfrew,-76.6827,45.4668,804,Clouds,overcast clouds,3.15,-1.64,3.15,3.15,1004,93,2587.0,6.44,298,0.0,99,1732364235,1732397382
Smiths Falls,-76.0161,44.9001,804,Clouds,overcast clouds,5.66,2.32,5.66,5.66,1003,90,10000.0,4.67,282,0.0,86,1732363968,1732397328
Arnprior,-76.3494,45.4334,804,Clouds,overcast clouds,6.99,3.25,6.45,6.99,1003,96,,6.48,294,0.0,94,1732364148,1732397309
Brockville,-75.6826,44.5834,804,Clouds,overcast clouds,5.42,4.64,5.14,6.08,1003,89,10000.0,1.34,224,0.0,98,1732363830,1732397307
Prescott,-75.516,44.7168,701,Mist,mist,5.87,4.32,5.04,5.98,1003,87,9656.0,2.06,230,0.0,100,1732363815,1732397242
Gananoque,-76.1661,44.3334,804,Clouds,overcast clouds,6.39,2.64,6.08,6.62,1004,87,10000.0,6.06,282,0.0,98,1732363901,1732397468
Carleton Place,-76.1494,45.1334,804,Clouds,overcast clouds,6.3,3.98,5.42,6.61,1003,94,6639.0,3.13,310,0.0,88,1732364044,1732397317
Almonte,-76.1958,45.2299,500,Rain,light rain,6.46,4.17,5.5,6.7,1003,93,1768.0,3.13,310,0.15,87,1732364073,1732397310
Perth,-76.2494,44.9001,804,Clouds,overcast clouds,5.59,2.2,5.48,5.59,1003,91,7188.0,4.73,290,0.0,93,1732364024,1732397384
Huntsville,-79.2163,45.3334,804,Clouds,overcast clouds,1.85,-2.08,1.85,1.85,1008,96,10000.0,4.11,298,0.0,100,1732364818,1732398015
Parry Sound,-80.033,45.3501,804,Clouds,overcast clouds,4.03,0.68,4.03,4.03,1009,81,10000.0,3.98,318,0.0,100,1732365017,1732398208
Gravenhurst,-79.3663,44.9168,804,Clouds,overcast clouds,4.1,1.36,3.08,4.1,1008,87,10000.0,3.09,320,0.0,100,1732364776,1732398129
Bracebridge,-79.3163,45.0334,804,Clouds,overcast clouds,4.27,0.36,4.27,4.27,1008,81,10000.0,5.14,320,0.0,100,1732364786,1732398095
Haliburton,-78.5076,45.0459,804,Clouds,overcast clouds,1.9,-2.37,1.9,1.9,1007,85,10000.0,4.7,293,0.0,100,1732364594,1732397899
Barrie,-79.6663,44.4001,804,Clouds,overcast clouds,3.91,-0.1,3.16,4.73,1009,90,10000.0,5.14,290,0.0,100,1732364754,1732398296
Orillia,-79.4207,44.6087,501,Rain,moderate rain,3.48,-0.63,3.27,3.94,1008,95,10000.0,5.14,290,1.07,100,1732364733,1732398199
Kawartha Lakes,-78.8329,44.5834,804,Clouds,overcast clouds,2.81,-1.01,2.81,2.81,1008,83,10000.0,4.29,308,0.0,100,1732364587,1732398062
Lindsay,-78.7329,44.3501,804,Clouds,overcast clouds,3.2,-1.08,3.2,3.2,1008,98,10000.0,5.33,310,0.0,100,1732364520,1732398081
Cobourg,-78.1652,43.9598,804,Clouds,overcast clouds,5.99,3.31,4.39,5.99,1008,75,10000.0,3.6,310,0.0,94,1732364314,1732398015
Port Hope,-78.293,43.9512,804,Clouds,overcast clouds,5.88,3.17,5.88,5.88,1008,75,10000.0,3.6,310,0.0,95,1732364343,1732398047
Bowmanville,-78.6829,43.9168,500,Rain,light rain,5.31,1.66,5.31,5.75,1008,87,10000.0,5.14,290,0.19,20,1732364430,1732398147
Uxbridge,-79.1163,44.1001,804,Clouds,overcast clouds,3.49,-1.58,3.48,4.57,1009,81,10000.0,7.42,301,0.0,100,1732364567,1732398218
Newmarket,-79.4663,44.0501,804,Clouds,overcast clouds,4.49,-0.14,3.63,4.49,1009,85,10000.0,6.99,301,0.0,100,1732364642,1732398311
Aurora,-79.4663,44.0001,804,Clouds,overcast clouds,4.28,-0.28,3.52,5.04,1009,84,10000.0,6.64,302,0.0,100,1732364634,1732398320
Richmond Hill,-79.4372,43.8711,804,Clouds,overcast clouds,5.01,1.12,4.65,6.27,1009,80,10000.0,5.51,299,0.0,100,1732364604,1732398336
Markham,-79.2663,43.8668,804,Clouds,overcast clouds,5.41,1.65,5.01,6.37,1009,80,10000.0,5.45,299,0.0,100,1732364562,1732398296
Vaughan,-79.4983,43.8361,804,Clouds,overcast clouds,5.04,3.18,4.7,6.06,1009,79,10000.0,2.24,278,0.0,100,1732364612,1732398357
Brampton,-79.7663,43.6834,802,Clouds,scattered clouds,4.88,1.37,4.43,5.97,1010,80,10000.0,4.63,290,0.0,40,1732364649,1732398448
Mississauga,-79.6583,43.5789,802,Clouds,scattered clouds,5.51,2.15,5.08,6.43,1010,78,10000.0,4.63,290,0.0,40,1732364605,1732398441
Etobicoke,-79.5671,43.6542,802,Clouds,scattered clouds,5.63,0.48,5.18,6.53,1010,77,10000.0,9.77,290,0.0,40,1732364596,1732398405
North York,-79.4163,43.7668,800,Clear,clear sky,5.46,0.13,4.97,6.33,1009,77,10000.0,10.28,300,0.0,0,1732364580,1732398349
Scarborough,-79.2578,43.7731,800,Clear,clear sky,5.64,0.5,5.01,6.62,1009,75,10000.0,9.77,290,0.0,0,1732364543,1732398310
Whitby,-78.9329,43.8834,801,Clouds,few clouds,5.56,1.97,4.66,5.75,1009,84,10000.0,5.14,290,0.0,20,1732364485,1732398213
Oshawa,-78.8496,43.9001,801,Clouds,few clouds,5.23,1.56,5.23,5.67,1008,87,10000.0,5.14,290,0.0,20,1732364468,1732398190
Courtice,-78.7785,43.9122,801,Clouds,few clouds,5.01,1.28,5.01,5.44,1008,87,10000.0,5.14,290,0.0,20,1732364453,1732398170
Port Perry,-78.9444,44.1068,500,Rain,light rain,4.46,-0.21,3.62,4.71,1008,87,10000.0,7.07,302,0.69,100,1732364527,1732398175
Uxbridge,-79.1163,44.1001,804,Clouds,overcast clouds,3.49,-1.58,3.48,4.57,1009,81,10000.0,7.42,301,0.0,100,1732364567,1732398218
Brock,-108.718,51.4412,601,Snow,snow,-10.52,-17.52,-10.52,-10.52,1014,95,118.0,7.56,80,0.0,100,1732373225,1732403772
Ajax,-79.0329,43.8501,801,Clouds,few clouds,5.45,1.83,4.6,5.96,1009,84,10000.0,5.14,290,0.0,20,1732364503,1732398243
Pickering,-79.1329,43.9001,801,Clouds,few clouds,4.44,0.57,3.93,5.29,1009,83,10000.0,5.14,290,0.0,20,1732364536,1732398258
Milton,-64.7488,44.0669,500,Rain,light rain,6.5,4.25,5.83,6.86,975,94,358.0,3.09,270,0.22,100,1732361110,1732394777
Georgetown,-62.532,46.1834,804,Clouds,overcast clouds,8.1,3.24,8.1,8.1,979,73,10000.0,12.16,150,0.0,100,1732360973,1732393850
Acton,-80.0415,43.6297,804,Clouds,overcast clouds,3.67,-0.9,3.58,4.1,1010,75,10000.0,6.26,347,0.0,99,1732364706,1732398524
Caledon,-79.8583,43.8754,804,Clouds,overcast clouds,4.46,0.23,4.25,4.46,1010,86,10000.0,5.95,299,0.0,98,1732364705,1732398436
Orangeville,-80.0997,43.9168,804,Clouds,overcast clouds,2.73,-1.97,2.73,3.01,1010,93,3179.0,5.96,294,0.0,100,1732364771,1732398487
Shelburne,-80.2041,44.0787,500,Rain,light rain,2.2,-2.54,1.87,2.72,1010,94,,5.75,294,0.93,99,1732364825,1732398483
Alliston,-79.8663,44.1501,804,Clouds,overcast clouds,4.38,1.34,3.63,4.48,1009,85,10000.0,3.6,280,0.0,100,1732364756,1732398389
Bradford,-79.5663,44.1168,804,Clouds,overcast clouds,4.47,-0.2,3.72,4.58,1009,84,10000.0,7.08,301,0.0,100,1732364678,1732398323
Innisfil,-79.6496,44.3001,804,Clouds,overcast clouds,4.06,0.95,3.2,4.77,1009,88,10000.0,3.6,280,0.0,100,1732364731,1732398310
Beeton,-79.7844,44.079,804,Clouds,overcast clouds,4.28,1.22,4.08,4.58,1009,84,10000.0,3.6,280,0.0,100,1732364724,1732398382
Cookstown,-79.7017,44.1898,804,Clouds,overcast clouds,3.97,0.84,3.32,4.72,1009,83,10000.0,3.6,280,0.0,100,1732364724,1732398342
Tottenham,-79.8163,44.0168,804,Clouds,overcast clouds,4.12,-0.1,3.85,4.35,1009,87,10000.0,5.71,301,0.0,100,1732364721,1732398401
Keswick,-79.4663,44.2501,804,Clouds,overcast clouds,4.65,-0.13,3.32,4.9,1009,89,10000.0,7.56,300,0.0,100,1732364678,1732398275
Pefferlaw,-79.1996,44.3168,804,Clouds,overcast clouds,3.94,-1.18,3.94,4.94,1009,83,10000.0,7.92,305,0.0,100,1732364626,1732398199
Sutton,-72.6158,45.1001,804,Clouds,overcast clouds,3.99,2.13,3.61,4.47,999,87,8817.0,2.06,320,0.0,100,1732363189,1732396476
Mount Albert,-79.3091,44.1372,804,Clouds,overcast clouds,3.54,-1.52,3.54,4.41,1009,81,10000.0,7.42,301,0.0,100,1732364620,1732398257
Stouffville,-79.2496,43.9668,804,Clouds,overcast clouds,3.67,3.67,3.51,5.03,1009,82,10000.0,0.45,248,0.0,100,1732364576,1732398274
Ballantrae,-79.2972,44.0379,804,Clouds,overcast clouds,3.07,3.07,3.07,3.93,1009,81,10000.0,0.45,248,0.0,100,1732364600,1732398272
Uxbridge,-79.1163,44.1001,804,Clouds,overcast clouds,3.49,-1.58,3.48,4.57,1009,81,10000.0,7.42,301,0.0,100,1732364567,1732398218
Goodwood,-63.6732,44.6047,501,Rain,moderate rain,7.91,2.39,7.24,8.27,974,94,8894.0,15.43,220,2.11,100,1732360949,1732394422
Port Perry,-78.9444,44.1068,500,Rain,light rain,4.46,-0.21,3.62,4.71,1008,87,10000.0,7.07,302,0.69,100,1732364527,1732398175
Beaverton,-79.1496,44.4334,804,Clouds,overcast clouds,3.92,0.18,3.92,3.92,1008,93,10000.0,4.63,310,0.0,100,1732364636,1732398166
Sunderland,-79.0662,44.2634,804,Clouds,overcast clouds,4.02,-0.94,4.02,4.02,1008,86,10000.0,7.54,304,0.0,100,1732364585,1732398176
Cannington,-79.0329,44.3501,804,Clouds,overcast clouds,3.76,-0.89,3.76,3.76,1008,89,10000.0,6.5,307,0.0,100,1732364592,1732398153
Lindsay,-78.7329,44.3501,804,Clouds,overcast clouds,3.2,-1.08,3.2,3.2,1008,98,10000.0,5.33,310,0.0,100,1732364520,1732398081
Bobcaygeon,-78.542,44.5462,804,Clouds,overcast clouds,2.87,-1.36,2.87,2.87,1008,79,10000.0,5.07,306,0.0,100,1732364510,1732397999
Fenelon Falls,-78.7496,44.5334,804,Clouds,overcast clouds,2.97,-1.22,2.97,2.97,1008,80,10000.0,5.04,309,0.0,100,1732364558,1732398052
Omemee,-78.5599,44.299,801,Clouds,few clouds,3.27,-1.37,3.27,3.6,1008,98,10000.0,6.17,290,0.0,20,1732364470,1732398049
Norland,-78.8114,44.727,804,Clouds,overcast clouds,2.87,-1.12,2.87,2.87,1008,80,10000.0,4.62,306,0.0,100,1732364608,1732398031
Coboconk,-78.7996,44.6501,804,Clouds,overcast clouds,2.78,-1.18,2.78,2.78,1008,80,10000.0,4.52,307,0.0,100,1732364591,1732398042
Kirkfield,-78.9816,44.5654,804,Clouds,overcast clouds,3.7,-0.1,3.7,3.7,1008,93,10000.0,4.63,310,0.0,100,1732364619,1732398101
Kinmount,-78.6496,44.7834,804,Clouds,overcast clouds,2.53,-1.49,2.53,2.53,1008,82,10000.0,4.53,300,0.0,100,1732364580,1732397982
Haliburton,-78.5076,45.0459,804,Clouds,overcast clouds,1.9,-2.37,1.9,1.9,1007,85,10000.0,4.7,293,0.0,100,1732364594,1732397899
Minden,-78.7249,44.9254,804,Clouds,overcast clouds,2.23,-1.82,2.23,2.23,1008,84,10000.0,4.45,297,0.0,100,1732364624,1732397974
Gooderham,-78.3829,44.9001,804,Clouds,overcast clouds,1.85,-2.4,1.85,1.85,1007,83,10000.0,4.63,293,0.0,100,1732364537,1732397896
Wilberforce,-78.2162,45.0334,804,Clouds,overcast clouds,2.64,-1.54,2.64,2.64,1007,83,10000.0,4.86,292,0.0,100,1732364522,1732397831
Bancroft,-77.857,45.0575,804,Clouds,overcast clouds,2.97,0.0,2.92,2.97,1006,87,10000.0,3.09,300,0.0,100,1732364440,1732397741
Maynooth,-77.941,45.2296,804,Clouds,overcast clouds,2.29,-0.82,2.29,2.29,1006,87,10000.0,3.09,300,0.0,100,1732364492,1732397729
Barry's Bay,-77.6792,45.4883,804,Clouds,overcast clouds,2.18,-2.01,2.18,2.18,1005,85,8605.0,4.68,301,0.0,100,1732364478,1732397617
Eganville,-77.0994,45.5334,804,Clouds,overcast clouds,2.83,-1.29,2.83,2.83,1005,88,10000.0,4.83,299,0.0,100,1732364347,1732397470
Killaloe,-77.4153,45.5542,804,Clouds,overcast clouds,2.87,-1.19,2.87,2.87,1005,86,10000.0,4.75,299,0.0,100,1732364427,1732397541
Petawawa,-77.3328,45.9001,804,Clouds,overcast clouds,3.21,1.53,3.21,3.21,1005,85,10000.0,1.79,328,0.0,100,1732364474,1732397455
Deep River,-77.4995,46.1001,804,Clouds,overcast clouds,3.19,0.23,3.19,3.3,1005,89,10000.0,3.13,294,0.0,100,1732364552,1732397457
Chalk River,-77.4495,46.0168,804,Clouds,overcast clouds,3.21,-1.03,3.1,3.21,1005,85,10000.0,5.25,300,0.0,100,1732364524,1732397461
North Bay,-79.4663,46.3168,804,Clouds,overcast clouds,2.01,-2.2,2.01,2.75,1007,100,10000.0,4.63,300,0.0,100,1732365067,1732397886
Mattawa,-78.6996,46.3168,804,Clouds,overcast clouds,1.45,-2.77,1.45,1.45,1007,91,10000.0,4.43,297,0.0,99,1732364883,1732397702
Powassan,-79.3496,46.0334,804,Clouds,overcast clouds,2.22,-1.93,2.22,2.22,1008,83,10000.0,4.62,294,0.0,100,1732364984,1732397913
Sundridge,-79.3996,45.7668,804,Clouds,overcast clouds,1.13,-3.07,1.13,1.13,1008,83,10000.0,4.27,296,0.0,100,1732364944,1732397977
Burk's Falls,-79.3997,45.6168,804,Clouds,overcast clouds,1.98,-2.05,1.98,1.98,1008,83,10000.0,4.32,298,0.0,100,1732364916,1732398006
Magnetawan,-79.6439,45.6652,804,Clouds,overcast clouds,2.16,-1.8,2.16,2.16,1008,76,10000.0,4.27,303,0.0,100,1732364984,1732398055
Parry Sound,-80.033,45.3501,804,Clouds,overcast clouds,4.03,0.68,4.03,4.03,1009,81,10000.0,3.98,318,0.0,100,1732365017,1732398208
McKellar,-79.9193,45.508,804,Clouds,overcast clouds,3.6,0.59,3.6,3.6,1009,77,10000.0,3.31,307,0.0,100,1732365020,1732398151
